ItemWeight,FatContent,ItemType,MRP,OutletSize,LocationType,OutletType,OutletAge,OutletSales,Visibility,IsVisibile,IsGroceryStore,PricePerWeight
13.0,Low Fat,Household,45.906,Small,Tier 2,Supermarket Type1,18,6.732101046104312,0.0952075409007691,1,0,3.531230769230769
7.645,Regular,Snack Foods,42.3112,Small,Tier 2,Supermarket Type1,21,6.97099295438666,0.0645636180101421,1,0,5.534493132766515
11.65,Low Fat,Others,39.1164,High,Tier 3,Supermarket Type1,38,5.733118598385043,0.019171184841092526,1,0,3.3576309012875534
5.925,Regular,Dairy,45.5086,Small,Tier 3,Grocery Store,27,5.184221026669644,0.14968346007108807,1,1,7.680776371308017
12.15,Regular,Canned,43.6454,Small,Tier 1,Grocery Store,40,4.83498106121843,0.06973294516485705,1,1,3.5922139917695475
19.25,Low Fat,Dairy,55.7956,Small,Tier 3,Grocery Store,27,5.09856558209115,0.15730161128184061,1,1,2.8984727272727273
18.6,Low Fat,Health and Hygiene,96.4436,Medium,Tier 3,Supermarket Type2,16,7.916356933746522,0.07772868346038982,1,0,5.185139784946236
18.7,Low Fat,Snack Foods,256.6672,Medium,Tier 3,Supermarket Type2,16,8.028783248534515,0.0,0,0,13.72551871657754
17.85,Low Fat,Others,93.1436,Small,Tier 2,Supermarket Type1,23,7.684555319689198,0.0,0,0,5.218128851540616
17.5,Low Fat,Soft Drinks,174.8738,Small,Tier 1,Supermarket Type1,28,7.642661103269481,0.09340293398494304,1,0,9.992788571428571
10.0,Low Fat,Health and Hygiene,146.7102,Medium,Tier 1,Supermarket Type1,26,8.240402313996771,0.08552715165527888,1,0,14.671019999999999
13.1,Regular,Fruits and Vegetables,128.0678,Medium,Tier 3,Supermarket Type3,40,7.936549927563734,0.05780824731909687,1,0,9.776167938931298
8.85,Regular,Soft Drinks,122.5388,Medium,Tier 3,Supermarket Type2,16,7.383930077333526,0.10717038056382124,1,0,13.84619209039548
13.15,Regular,Snack Foods,36.9874,Medium,Tier 3,Supermarket Type3,40,5.96142123250928,0.11610291660202866,1,0,2.8127300380228135
13.15,Low Fat,Snack Foods,87.6198,Medium,Tier 3,Supermarket Type3,40,7.68730719422814,0.02613640299395307,1,0,6.663102661596958
13.35,Low Fat,Dairy,230.6352,Small,Tier 1,Supermarket Type1,28,8.141925904634396,0.09759076275154549,1,0,17.276044943820224
9.8,Low Fat,Meat,126.002,High,Tier 3,Supermarket Type1,38,7.67347146237549,0.026465118821434094,1,0,12.857346938775509
13.6,Low Fat,Snack Foods,192.9136,Medium,Tier 1,Supermarket Type1,26,7.834937205888606,0.11137888210414598,1,0,14.184823529411766
21.35,Low Fat,Canned,259.9278,Medium,Tier 3,Supermarket Type2,16,8.820038144165636,0.06681982105551157,1,0,12.174604215456673
12.15,Regular,Canned,126.5046,High,Tier 3,Supermarket Type1,38,5.922954951681484,0.04140857476841828,1,0,10.411901234567901
6.42,Low Fat,Dairy,178.1002,Small,Tier 3,Grocery Store,27,5.881092606320572,0.08571788962876122,1,1,27.74146417445483
19.6,Low Fat,Health and Hygiene,153.3024,Small,Tier 2,Supermarket Type1,23,7.7951683973530095,0.0,0,0,7.821551020408163
10.0,Low Fat,Canned,265.2226,Small,Tier 2,Supermarket Type1,23,8.668212780204295,0.025550368514993205,1,0,26.52226
15.85,Regular,Baking Goods,60.622,Small,Tier 1,Supermarket Type1,28,7.854243832182615,0.11478541037479015,1,0,3.8247318611987384
13.35,Regular,Dairy,196.8794,Small,Tier 1,Grocery Store,40,6.659701016295745,0.22745018125657895,1,1,14.747520599250937
7.39,Low Fat,Health and Hygiene,143.8812,Small,Tier 1,Supermarket Type1,28,8.050252514538954,0.06558145709075117,1,0,19.469715832205686
10.195,Low Fat,Frozen Foods,141.5154,High,Tier 3,Supermarket Type1,38,6.746285681096268,0.14825089857918924,1,0,13.880863168219715
9.895,Regular,Canned,117.0492,High,Tier 3,Supermarket Type1,38,6.698199494428629,0.028292886745422668,1,0,11.82912582112178
10.895,Low Fat,Fruits and Vegetables,196.3794,Small,Tier 2,Supermarket Type1,18,8.045995377415636,0.06301384159171111,1,0,18.02472693896283
12.15,Low Fat,Household,151.4708,Small,Tier 2,Supermarket Type1,18,8.4795049482308,0.028354206133100017,1,0,12.466732510288065
7.905,Low Fat,Snack Foods,249.0408,Medium,Tier 3,Supermarket Type2,16,8.741699014416882,0.01000290867885067,1,0,31.50421252371916
9.195,Low Fat,Household,106.1622,Small,Tier 2,Supermarket Type1,23,7.6578705219330105,0.04703370630960699,1,0,11.545644371941272
8.365,Low Fat,Others,38.0506,Medium,Tier 1,Supermarket Type1,26,6.680807751716761,0.06948706655245153,1,0,4.548786610878661
15.1,Low Fat,Snack Foods,194.511,Small,Tier 1,Supermarket Type1,28,8.499085227366807,0.15997480435416292,1,0,12.881523178807948
12.15,Low Fat,Canned,180.0344,Small,Tier 1,Grocery Store,40,6.793658939103745,0.059289309035956646,1,1,14.81764609053498
10.0,Low Fat,Fruits and Vegetables,246.9144,Medium,Tier 3,Supermarket Type2,16,8.066266341789255,0.0,0,0,24.69144
7.97,Regular,Meat,87.3514,Small,Tier 2,Supermarket Type1,23,6.968489824168541,0.039289106006744394,1,0,10.960025094102885
13.1,Low Fat,Fruits and Vegetables,38.2848,Medium,Tier 3,Supermarket Type3,40,6.183535094355474,0.012017572833334954,1,0,2.922503816793893
12.85,Regular,Frozen Foods,51.0692,Small,Tier 1,Grocery Store,40,4.995911428031067,0.140010598414205,1,1,3.9742568093385215
13.15,Low Fat,Snack Foods,255.8356,Medium,Tier 3,Supermarket Type3,40,7.841239747759409,0.025682872365179216,1,0,19.455178707224334
17.7,Low Fat,Snack Foods,185.4266,Small,Tier 3,Grocery Store,27,5.217251552346126,0.1782032766407665,1,1,10.476079096045199
19.35,Low Fat,Meat,172.5738,Small,Tier 2,Supermarket Type1,21,8.489958963656685,0.03254677554745913,1,0,8.918542635658914
13.65,Regular,Dairy,186.024,Small,Tier 2,Supermarket Type1,23,7.019783118556092,0.0759850603921979,1,0,13.628131868131868
17.6,Low Fat,Soft Drinks,164.8526,Small,Tier 2,Supermarket Type1,23,7.741679712402023,0.04085471974477913,1,0,9.366624999999999
8.645,Low Fat,Health and Hygiene,95.841,Small,Tier 1,Supermarket Type1,28,7.614490226302785,0.13402608287012402,1,0,11.086292654713708
15.6,Regular,Snack Foods,170.1764,Small,Tier 1,Supermarket Type1,28,8.141925904634396,0.1001132375421556,1,0,10.90874358974359
15.85,Regular,Baking Goods,59.222,High,Tier 3,Supermarket Type1,38,6.395628809483099,0.11469516285828993,1,0,3.7364037854889594
18.25,Low Fat,Others,164.7526,Small,Tier 2,Supermarket Type1,23,8.434826892961969,0.0,0,0,9.027539726027397
7.855,Low Fat,Canned,189.6188,Small,Tier 2,Supermarket Type1,18,7.73413250676664,0.011261215822357475,1,0,24.13988542329726
7.825,Low Fat,Household,254.3698,Medium,Tier 1,Supermarket Type1,26,8.627075874643804,0.17088739183660218,1,0,32.50732268370607
8.39,Regular,Frozen Foods,114.0176,Small,Tier 1,Supermarket Type1,28,7.736460796526232,0.023917347271811124,1,0,13.589702026221692
12.85,Low Fat,Snack Foods,172.3422,Medium,Tier 1,Supermarket Type1,26,7.0959722569136385,0.03269060757874075,1,0,13.411844357976653
11.65,Low Fat,Baking Goods,89.9804,Small,Tier 1,Grocery Store,40,6.466397880371305,0.10770607228787914,1,1,7.72363948497854
19.0,Low Fat,Frozen Foods,104.9622,Small,Tier 2,Supermarket Type1,18,7.370188449481229,0.10666052657733602,1,0,5.524326315789473
5.905,Low Fat,Canned,222.5456,Small,Tier 2,Supermarket Type1,23,8.576422845423222,0.0,0,0,37.68765453005927
7.76,Low Fat,Snack Foods,101.87,Small,Tier 1,Supermarket Type1,28,7.437082684311259,0.05765762793407714,1,0,13.12757731958763
11.8,Regular,Frozen Foods,180.3344,Small,Tier 1,Supermarket Type1,28,7.26366256834948,0.013988756513245116,1,0,15.28257627118644
16.75,Low Fat,Snack Foods,187.9556,Medium,Tier 3,Supermarket Type2,16,8.454016941965103,0.044237860043145366,1,0,11.221229850746269
13.15,Low Fat,Household,194.6136,Small,Tier 1,Grocery Store,40,6.368600137095179,0.25728814041390363,1,1,14.799513307984789
11.65,Regular,Baking Goods,171.3764,Medium,Tier 3,Supermarket Type3,40,8.03656538897657,0.030899693136657684,1,0,14.710420600858368
15.5,Regular,Fruits and Vegetables,177.0028,Small,Tier 2,Supermarket Type1,18,7.815787684555745,0.11902569434726522,1,0,11.419535483870968
6.055,Low Fat,Fruits and Vegetables,160.992,Small,Tier 2,Supermarket Type1,21,7.907086313556995,0.02508658180357685,1,0,26.58827415359207
12.15,Regular,Others,155.963,Medium,Tier 3,Supermarket Type3,40,8.09734199802637,0.038314222607153385,1,0,12.836460905349794
6.305,Regular,Snack Foods,95.6436,Small,Tier 1,Supermarket Type1,28,6.494971252815361,0.11610675503828967,1,0,15.169484536082475
20.85,Low Fat,Meat,117.2808,Medium,Tier 1,Supermarket Type1,26,7.328667398658476,0.03885911509227398,1,0,5.6249784172661865
20.75,Low Fat,Fruits and Vegetables,122.173,Small,Tier 3,Grocery Store,27,5.912202159905222,0.03962562443487357,1,1,5.887855421686747
8.895,Low Fat,Dairy,39.9138,Medium,Tier 1,Supermarket Type1,26,6.537321254388315,0.1000933684602602,1,0,4.487217537942665
19.6,Low Fat,Soft Drinks,55.1614,Small,Tier 2,Supermarket Type1,23,7.230950478823586,0.033405950719146364,1,0,2.814357142857143
19.7,Low Fat,Fruits and Vegetables,57.893,Small,Tier 2,Supermarket Type1,21,6.433780575447474,0.051845161480889815,1,0,2.9387309644670054
9.8,Low Fat,Health and Hygiene,114.5492,Small,Tier 2,Supermarket Type1,21,7.1501846181716875,0.024086288325154134,1,0,11.68869387755102
12.85,Low Fat,Frozen Foods,120.0414,Small,Tier 1,Grocery Store,40,6.189014560120099,0.009667711712219848,1,1,9.341743190661479
12.15,Low Fat,Frozen Foods,246.046,Medium,Tier 1,Supermarket Type1,26,7.116174964231158,0.12344145169382119,1,0,20.250699588477364
8.75,Regular,Fruits and Vegetables,187.4556,Small,Tier 2,Supermarket Type1,21,8.230873390650892,0.07196068051514698,1,0,21.423497142857144
13.15,Low Fat,Household,149.9708,Medium,Tier 3,Supermarket Type3,40,8.381064875417547,0.02806230537857022,1,0,11.404623574144486
8.75,Regular,Fruits and Vegetables,187.8556,Small,Tier 1,Supermarket Type1,28,7.181051266152214,0.07197381166670722,1,0,21.46921142857143
13.3,Low Fat,Frozen Foods,151.0708,Small,Tier 2,Supermarket Type1,23,7.498675695219074,0.06174877466096673,1,0,11.358706766917292
13.15,Regular,Snack Foods,178.5344,Medium,Tier 3,Supermarket Type3,40,7.956809748909426,0.04478006684699994,1,0,13.576760456273764
8.31,Regular,Snack Foods,179.1028,Medium,Tier 1,Supermarket Type1,26,8.267772808298803,0.10962291939463406,1,0,21.552683513838748
16.75,Regular,Soft Drinks,38.7822,High,Tier 3,Supermarket Type1,38,6.503984834120723,0.024529483187933077,1,0,2.315355223880597
19.75,Low Fat,Snack Foods,212.0902,Medium,Tier 3,Supermarket Type2,16,8.066475350045842,0.03346176701791699,1,0,10.73874430379747
17.1,Regular,Canned,141.1838,High,Tier 3,Supermarket Type1,38,7.717680901874635,0.04570885036564773,1,0,8.256362573099414
10.5,Regular,Baking Goods,163.121,High,Tier 3,Supermarket Type1,38,7.492387529501885,0.11026748855016698,1,0,15.535333333333334
6.635,Regular,Baking Goods,121.3098,Small,Tier 2,Supermarket Type1,23,7.836253515148036,0.0,0,0,18.283315749811607
11.8,Low Fat,Soft Drinks,225.372,Small,Tier 1,Grocery Store,40,6.520791952437104,0.24605825264928574,1,1,19.099322033898304
14.15,Low Fat,Soft Drinks,41.4138,High,Tier 3,Supermarket Type1,38,6.6998401838860895,0.03528394056904566,1,0,2.9267703180212017
13.3,Low Fat,Dairy,232.53,Small,Tier 1,Supermarket Type1,28,6.549779489310357,0.07678164171168057,1,0,17.48345864661654
8.89,Low Fat,Frozen Foods,102.4016,Small,Tier 2,Supermarket Type1,18,7.912951433009393,0.005490381235106193,1,0,11.518740157480314
12.35,Regular,Meat,176.937,Small,Tier 1,Grocery Store,40,5.17296387214501,0.06262294571892953,1,1,14.326882591093119
13.15,Low Fat,Snack Foods,121.7098,Medium,Tier 3,Supermarket Type3,40,8.318091602040775,0.06918732711256413,1,0,9.255498098859315
9.1,Regular,Others,173.2054,Small,Tier 2,Supermarket Type1,23,8.055759836232717,0.0,0,0,19.03356043956044
7.5,Low Fat,Frozen Foods,239.0906,Medium,Tier 1,Supermarket Type1,26,8.689845652806627,0.03215511627811023,1,0,31.878746666666665
16.85,Regular,Frozen Foods,192.4478,Small,Tier 2,Supermarket Type1,18,8.48543313819848,0.14907500952156255,1,0,11.421234421364984
7.485,Low Fat,Snack Foods,109.0228,Small,Tier 2,Supermarket Type1,21,7.84071605044448,0.06682713463768626,1,0,14.565504342017368
11.6,Low Fat,Soft Drinks,140.3154,Small,Tier 2,Supermarket Type1,18,7.844897969764378,0.04035228902589877,1,0,12.096155172413795
11.65,Low Fat,Snack Foods,227.0694,Medium,Tier 3,Supermarket Type2,16,7.040402405758828,0.03929878029827014,1,0,19.490935622317597
13.0,Low Fat,Household,47.5034,Small,Tier 2,Supermarket Type1,18,6.5227508169224375,0.03469831211110127,1,0,3.6541076923076923
12.65,Low Fat,Soft Drinks,159.0578,Small,Tier 2,Supermarket Type1,23,7.642980337110979,0.06111188849450758,1,0,12.573739130434781
20.25,Regular,Canned,92.512,Small,Tier 3,Grocery Store,27,5.228023649328037,0.1586594551489062,1,1,4.568493827160494
8.6,Regular,Canned,190.153,Small,Tier 2,Supermarket Type1,21,8.01831194866722,0.03941101427564338,1,0,22.11081395348837
12.6,Low Fat,Others,62.7194,Small,Tier 2,Supermarket Type1,18,6.764890868927302,0.04789263198408694,1,0,4.977730158730159
17.7,Low Fat,Frozen Foods,95.041,Small,Tier 2,Supermarket Type1,21,6.767192365915581,0.011544070076848599,1,0,5.36954802259887
14.15,Low Fat,Soft Drinks,82.4276,Small,Tier 1,Supermarket Type1,28,7.036312420507302,0.1684823138734793,1,0,5.825272084805653
19.25,Low Fat,Dairy,52.7956,Small,Tier 2,Supermarket Type1,18,6.833166637479256,0.09744382832021259,1,0,2.7426285714285714
8.88,Low Fat,Others,151.7682,High,Tier 3,Supermarket Type1,38,6.636393962147127,0.08315385104419068,1,0,17.091013513513513
20.5,Low Fat,Household,40.2822,Small,Tier 2,Supermarket Type1,23,6.561143247960672,0.0323075907613466,1,0,1.9649853658536587
12.15,Low Fat,Canned,180.5976,Medium,Tier 3,Supermarket Type3,40,8.983225746373046,0.03325092262916634,1,0,14.863999999999999
13.5,Low Fat,Household,160.292,Small,Tier 1,Supermarket Type1,28,7.271097546836998,0.0701500470343327,1,0,11.873481481481482
12.15,Low Fat,Health and Hygiene,224.4404,Medium,Tier 3,Supermarket Type3,40,8.850267146126953,0.13482673468163803,1,0,18.472460905349795
8.89,Low Fat,Frozen Foods,101.7016,Small,Tier 3,Grocery Store,27,4.617114567005064,0.009121488448280937,1,1,11.44
7.855,Low Fat,Canned,188.5188,Medium,Tier 3,Supermarket Type2,16,6.858663769412741,0.011243591261012027,1,0,23.999847231063015
7.235,Low Fat,Household,116.0492,Small,Tier 1,Supermarket Type1,28,7.585502689429533,0.07404533904945272,1,0,16.03997235659986
12.15,Low Fat,Others,165.4526,Medium,Tier 3,Supermarket Type3,40,8.568358285586491,0.05822822427753139,1,0,13.61749794238683
6.92,Low Fat,Dairy,60.5852,Small,Tier 2,Supermarket Type1,23,7.181051266152214,0.037808237232517326,1,0,8.755086705202313
9.3,Low Fat,Fruits and Vegetables,90.8172,Small,Tier 2,Supermarket Type1,18,6.282833315337753,0.04230209638887406,1,0,9.765290322580645
18.5,Low Fat,Others,132.1284,Small,Tier 3,Grocery Store,27,5.574648257413268,0.05526105415760094,1,1,7.142075675675676
8.02,Low Fat,Household,154.5972,Small,Tier 2,Supermarket Type1,21,7.2457797388527085,0.01967193738407624,1,0,19.27645885286783
9.195,Low Fat,Household,105.1622,Small,Tier 2,Supermarket Type1,18,7.4347269706188,0.04720005967070487,1,0,11.43688961392061
12.8,Low Fat,Others,105.5938,Small,Tier 2,Supermarket Type1,23,7.670370684697241,0.08729803631558551,1,0,8.249515624999999
16.6,Low Fat,Household,177.6344,Medium,Tier 1,Supermarket Type1,26,7.892271227771854,0.027247469090175155,1,0,10.700867469879517
14.0,Regular,Frozen Foods,53.064,Small,Tier 2,Supermarket Type1,21,6.808474024888885,0.0,0,0,3.7902857142857145
18.6,Low Fat,Frozen Foods,246.3802,Medium,Tier 1,Supermarket Type1,26,8.90522807186147,0.03860123958837736,1,0,13.246247311827956
16.0,Low Fat,Others,226.8404,Small,Tier 2,Supermarket Type1,21,8.74848445181701,0.05905777047514203,1,0,14.177525
17.6,Low Fat,Health and Hygiene,160.692,Small,Tier 2,Supermarket Type1,21,7.376458062494825,0.0791036570573319,1,0,9.130227272727272
21.25,Low Fat,Snack Foods,178.237,Small,Tier 2,Supermarket Type1,21,6.27157616081312,0.1444035871683806,1,0,8.387623529411764
7.235,Low Fat,Household,117.5492,Small,Tier 2,Supermarket Type1,21,7.585502689429533,0.0740318431845569,1,0,16.24729785763649
14.6,Low Fat,Soft Drinks,50.3692,Small,Tier 2,Supermarket Type1,18,6.9418215770863805,0.1409952554448843,1,0,3.449945205479452
13.85,Regular,Frozen Foods,161.521,Medium,Tier 3,Supermarket Type2,16,7.492387529501885,0.025669672672649215,1,0,11.66216606498195
13.65,Regular,Frozen Foods,197.6426,Medium,Tier 3,Supermarket Type2,16,7.9260235145767455,0.0706536421768804,1,0,14.479311355311355
11.8,Low Fat,Soft Drinks,31.29,Medium,Tier 3,Supermarket Type3,40,6.801093917591262,0.04083813614997829,1,0,2.651694915254237
7.365,Low Fat,Fruits and Vegetables,226.172,Small,Tier 1,Supermarket Type1,28,8.061236993384254,0.04167946870416645,1,0,30.709029192124913
18.35,Low Fat,Household,223.5746,Medium,Tier 3,Supermarket Type2,16,8.18590569875093,0.013982937469280057,1,0,12.183901907356947
5.465,Regular,Baking Goods,132.5626,Medium,Tier 3,Supermarket Type2,16,5.569584955456722,0.0,0,0,24.25665141811528
18.6,Low Fat,Others,99.8358,Small,Tier 2,Supermarket Type1,18,7.554952862140152,0.1422964530052547,1,0,5.367516129032258
13.85,Low Fat,Soft Drinks,140.9154,Small,Tier 2,Supermarket Type1,18,7.439432861656213,0.030499402456879873,1,0,10.174397111913358
14.0,Regular,Frozen Foods,154.5656,High,Tier 3,Supermarket Type1,38,7.812560140064878,0.05862429402352928,1,0,11.0404
14.0,Regular,Snack Foods,54.764,High,Tier 3,Supermarket Type1,38,7.19413650570087,0.04106790028295457,1,0,3.911714285714286
13.1,Low Fat,Fruits and Vegetables,97.0094,Medium,Tier 3,Supermarket Type3,40,7.500517655585135,0.0745205015517679,1,0,7.405297709923664
5.905,Low Fat,Canned,222.5456,Medium,Tier 3,Supermarket Type2,16,8.106419216177486,0.04481867968329905,1,0,37.68765453005927
7.27,Low Fat,Soft Drinks,114.2518,Small,Tier 1,Supermarket Type1,28,7.870391818590597,0.06866556099338232,1,0,15.715515818431914
6.155,Regular,Meat,214.556,Small,Tier 1,Supermarket Type1,28,7.926504399414097,0.09044369492472695,1,0,34.858813972380176
19.5,Regular,Soft Drinks,233.4958,Small,Tier 2,Supermarket Type1,18,8.589514485553803,0.07474454763940458,1,0,11.97414358974359
15.2,Low Fat,Canned,216.8824,Small,Tier 2,Supermarket Type1,18,7.951197012004468,0.02110322918596283,1,0,14.268578947368422
12.15,Regular,Canned,125.0046,Medium,Tier 3,Supermarket Type2,16,7.4633999926286325,0.041607712003413524,1,0,10.288444444444444
13.15,Low Fat,Household,198.8084,Medium,Tier 3,Supermarket Type3,40,8.622532042839396,0.02525686897754642,1,0,15.118509505703422
12.6,Low Fat,Others,61.9194,Medium,Tier 3,Supermarket Type2,16,6.428418632306089,0.04781902610080235,1,0,4.914238095238096
14.5,Low Fat,Others,164.821,Small,Tier 2,Supermarket Type1,21,7.659441614165051,0.019284540171042718,1,0,11.366965517241379
16.6,Low Fat,Fruits and Vegetables,173.0738,Small,Tier 2,Supermarket Type1,18,8.248796906839797,0.1159314131276158,1,0,10.426132530120482
11.8,Regular,Meat,151.4366,High,Tier 3,Supermarket Type1,38,7.21540864097641,0.05578828391825911,1,0,12.833610169491525
13.1,Regular,Fruits and Vegetables,178.8318,High,Tier 3,Supermarket Type1,38,8.286395320396805,0.043208517627228764,1,0,13.65128244274809
17.7,Low Fat,Fruits and Vegetables,115.1834,Small,Tier 3,Grocery Store,27,5.845137929324676,0.25608722191492755,1,1,6.507536723163843
17.85,Low Fat,Others,196.5794,Small,Tier 3,Grocery Store,27,6.3720189438439645,0.0,0,1,11.012851540616245
12.3,Regular,Others,92.6804,Small,Tier 2,Supermarket Type1,23,6.918383004114363,0.06274005330087555,1,0,7.5349918699186995
11.8,Low Fat,Health and Hygiene,81.4618,Small,Tier 3,Grocery Store,27,5.082171772315474,0.0937748390443985,1,1,6.903542372881355
11.8,Regular,Soft Drinks,42.1112,Small,Tier 1,Grocery Store,40,3.752117129518459,0.17480476217973787,1,1,3.5687457627118637
11.1,Low Fat,Baking Goods,157.4604,Small,Tier 2,Supermarket Type1,23,8.009943698996702,0.16260600545655365,1,0,14.185621621621621
12.85,Regular,Frozen Foods,153.0656,Medium,Tier 3,Supermarket Type3,40,8.703533063954744,0.05839573121366321,1,0,11.911719844357975
11.3,Low Fat,Meat,198.1426,Small,Tier 2,Supermarket Type1,23,6.896404097395587,0.007268174709874676,1,0,17.534743362831858
12.15,Low Fat,Health and Hygiene,117.944,Small,Tier 1,Grocery Store,40,5.4793380776089435,0.1208702315815813,1,1,9.707325102880658
5.75,Regular,Dairy,112.8176,High,Tier 3,Supermarket Type1,38,7.225635172760241,0.07242080168171772,1,0,19.620452173913044
11.65,Regular,Baking Goods,226.8062,Medium,Tier 3,Supermarket Type3,40,8.46375659126266,0.0482008534170984,1,0,19.468343347639482
11.35,Regular,Snack Foods,100.0016,Medium,Tier 3,Supermarket Type2,16,6.919699659999109,0.04417552929149953,1,0,8.810713656387666
13.1,Regular,Fruits and Vegetables,165.7526,Small,Tier 1,Grocery Store,40,6.488916743906655,0.08998123343036815,1,1,12.652870229007634
14.0,Low Fat,Health and Hygiene,130.431,Medium,Tier 1,Supermarket Type1,26,6.657993073950589,0.02849788238348553,1,0,9.316500000000001
19.75,Regular,Frozen Foods,179.766,Small,Tier 2,Supermarket Type1,23,7.756605362618699,0.017898483211005418,1,0,9.102075949367087
6.525,Low Fat,Household,85.0882,Medium,Tier 1,Supermarket Type1,26,7.711142988541941,0.08657770246642602,1,0,13.040337164750957
10.3,Low Fat,Meat,103.9648,Medium,Tier 1,Supermarket Type1,26,7.4156787756481055,0.13662634631057927,1,0,10.09366990291262
5.78,Regular,Snack Foods,264.7568,Medium,Tier 1,Supermarket Type1,26,8.465020015309433,0.07163610732581914,1,0,45.80567474048443
11.85,Regular,Fruits and Vegetables,164.1526,Small,Tier 2,Supermarket Type1,23,8.047061361953205,0.04896798264450408,1,0,13.852540084388187
16.35,Low Fat,Fruits and Vegetables,50.1324,Medium,Tier 3,Supermarket Type2,16,6.1471674501845985,0.02042170425593933,1,0,3.066201834862385
13.15,Low Fat,Household,182.5976,Medium,Tier 3,Supermarket Type3,40,8.531240622629989,0.015490480595885439,1,0,13.885749049429657
10.5,Low Fat,Fruits and Vegetables,37.6164,Small,Tier 1,Supermarket Type1,28,6.292734386320466,0.04056158781737262,1,0,3.5825142857142858
19.0,Regular,Frozen Foods,48.0718,Small,Tier 1,Supermarket Type1,28,6.900436360923526,0.09286458176578521,1,0,2.5300947368421056
14.6,Low Fat,Others,238.8538,Medium,Tier 1,Supermarket Type1,26,8.70098782935987,0.057875430721895174,1,0,16.359849315068494
13.35,Regular,Dairy,62.9194,Medium,Tier 3,Supermarket Type3,40,7.652194063928205,0.09409457944331209,1,0,4.7130636704119855
