ItemWeight,MRP,OutletAge,Visibility,IsVisibile,IsGroceryStore,PricePerWeight,ItemType,FatContent_Regular,OutletSize_Medium,OutletSize_Small,LocationType_Tier 2,LocationType_Tier 3,OutletType_Supermarket Type1,OutletType_Supermarket Type2,OutletType_Supermarket Type3,OutletSales
16.7,113.1886,18,0.021947861889063315,1,0,6.777760479041916,7.289035282682024,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.112425240237698
6.13,61.5536,23,0.07407867443883377,1,0,10.041370309951061,7.289035282682024,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.6799719806693645
14.15,40.5138,28,0.03531281514143732,1,0,2.863166077738516,7.2234073953473965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.10200318313047
20.7,76.367,38,0.08857213919971371,1,0,3.689227053140097,7.289035282682024,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.724460535641928
5.155,246.0776,28,0.07991809160158385,1,0,47.73571290009699,7.234613874040657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.898422261551825
15.35,196.5768,21,0.09201346524395235,1,0,12.806306188925081,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.461647330830793
9.8,250.1408,21,0.014974433441569648,1,0,25.524571428571427,7.294114261146155,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.295411911788463
10.695,36.7848,21,0.06180141618107722,1,0,3.4394389901823277,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.66310817461736
6.65,149.5734,26,0.051997176204611126,1,0,22.492240601503756,7.358952885950459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.833619161675122
12.85,37.9506,40,0.044846216068170845,1,0,2.953354085603113,7.234613874040657,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.814339144341283
14.65,161.5552,27,0.0,0,1,11.027658703071673,7.33877970179391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.783549452011934
12.15,177.837,40,0.028609855046163448,1,0,14.63679012345679,7.358952885950459,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.810550031871395
5.26,161.8868,26,0.04098581886031508,1,0,30.776958174904944,7.193508569116366,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.532552786576296
12.15,252.0698,27,0.030350165729872536,1,1,20.746485596707817,7.234613874040657,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.922327782405379
13.1,120.9072,40,0.07023671119750713,1,1,9.229557251908398,7.3693437915387685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.808169803767773
18.25,226.2062,27,0.1245124321700105,1,1,12.394860273972602,7.234613874040657,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.517846442207348
7.905,109.1254,18,0.0,0,0,13.80460468058191,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.39503444806776
15.25,130.9968,16,0.059620866457828055,1,0,8.589954098360657,7.33877970179391,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.761720463285469
7.075,142.0128,18,0.05701998987090424,1,0,20.072480565371023,7.289035282682024,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.8588842117391176
11.8,151.4366,38,0.05578828391825911,1,0,12.833610169491525,7.294114261146155,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.21540864097641
9.1,126.5362,38,0.160394278223905,1,0,13.905076923076923,7.193508569116366,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.474038390833688
7.05,222.1088,18,0.054367695070869984,1,0,31.504794326241136,7.307915039287236,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.300716964018157
15.2,238.2248,26,0.018884928888796126,1,0,15.672684210526315,7.372674266058409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.176214978113029
5.82,167.779,28,0.0775539005454389,1,0,28.82800687285223,7.33877970179391,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.96771093537343
8.39,165.5868,21,0.11375223934532604,1,0,19.73620977353993,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.583472231879151
8.575,195.3794,26,0.06948706655245153,1,0,22.784769679300293,7.289035282682024,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.16377841307202
16.2,260.3278,16,0.03542270406985488,1,0,16.06961728395062,7.3693437915387685,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.759166183480373
20.2,187.1898,38,0.0,0,0,9.266821782178218,7.33877970179391,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.004177437732315
7.75,92.5436,28,0.04233012583830582,1,0,11.941109677419355,7.193508569116366,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.439432861656213
5.325,55.8298,21,0.0,0,0,10.484469483568075,7.289035282682024,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.184907778167446
12.15,170.4764,40,0.13064324092672489,1,0,14.030979423868313,7.307915039287236,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.141925904634396
15.6,112.7544,18,0.07840692682092969,1,0,7.227846153846154,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.019783118556092
12.85,208.9928,40,0.015268694933071172,1,0,16.264031128404667,7.234613874040657,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,9.177617656234794
11.8,102.4674,27,0.0,0,1,8.683677966101694,7.294114261146155,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.316819148111168
12.65,191.8846,18,0.07369156146682465,1,0,15.168743083003953,7.234613874040657,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.044475731146464
18.6,58.7588,16,0.11213281518213412,1,0,3.159075268817204,7.307915039287236,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.755631543514506
15.0,44.0744,38,0.056707533208551895,1,0,2.938293333333333,7.372674266058409,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.451799080950153
12.15,109.4596,40,0.027987522797236885,1,1,9.009020576131686,7.260937923637637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.472589850619227
20.6,94.7778,18,0.023311755255315054,1,0,4.600864077669902,7.3693437915387685,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.181051266152214
14.15,197.111,26,0.0,0,0,13.930106007067137,7.33877970179391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.224648381665048
6.17,65.9826,28,0.010574837788309921,1,0,10.694100486223665,7.294114261146155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.058316782558335
13.1,178.4318,40,0.04303876989713927,1,0,13.620748091603055,7.3693437915387685,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.834410196653747
12.3,73.838,18,0.009419256194616046,1,0,6.003089430894308,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.12692775600742
9.065,94.4094,38,0.10906408068642792,1,0,10.414715940430227,7.234613874040657,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.957276058080851
12.15,200.1742,40,0.051986593000517035,1,0,16.47524279835391,7.358952885950459,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.72766482403462
20.2,93.2462,38,0.07155540791748606,1,0,4.616148514851486,7.33877970179391,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.92560325208785
4.59,114.586,28,0.068387875980738,1,0,24.964270152505446,7.2234073953473965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.12692775600742
6.11,131.2968,27,0.0,0,1,21.488837970540096,7.3693437915387685,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.56449588594925
13.65,37.9532,26,0.026294692477221597,1,0,2.7804542124542126,7.294114261146155,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.7602719230710075
11.15,149.9708,18,0.008292258991631466,1,0,13.45029596412556,7.289035282682024,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.57871840289261
17.35,147.905,26,0.13673768609259526,1,0,8.52478386167147,7.307915039287236,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.7173846494654175
12.5,198.8742,28,0.020486435602842516,1,0,15.909936,7.307915039287236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.660973449535948
18.35,190.6162,23,0.03009935708631948,1,0,10.387803814713894,7.260937923637637,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.092874078327435
